teamid;most_common_system;time_system;Use%;last_coach;mean_Use%;std_Use%;num_games_played;num_formations_played;stat_def;time_def;Use%_def;stat_med;time_med;Use%_med;stat_mp;time_mp;Use%_mp;stat_ata;time_ata;Use%_ata;Use%_ata_k1;Use%_ata_k2;Use%_ata_k3;Use%_def_k3;Use%_def_k4;Use%_def_k5;Use%_med_k2;Use%_med_k3;Use%_med_k4;Use%_med_k5;Use%_mp_k0;Use%_mp_k1;Use%_mp_k2;Use%_mp_k3;time_ata_k1;time_ata_k2;time_ata_k3;time_def_k3;time_def_k4;time_def_k5;time_med_k2;time_med_k3;time_med_k4;time_med_k5;time_mp_k0;time_mp_k1;time_mp_k2;time_mp_k3;time_def_k0;Use%_def_k0;time_med_k1;Use%_med_k1;Use%_mp_k4;time_mp_k4
336;3-4-3;2700;88,24;Rúben Amorim;88,24;0,0;30;3;3;2880;94,12;4;2880;94,12;0;3060;100,0;3;2700;88,24;5,88;5,88;88,24;94,12;0,0;5,88;0,0;0,0;94,12;5,88;100,0;0,0;0,0;0,0;180,0;180,0;2700,0;2880,0;0,0;180,0;0,0;0,0;2880,0;180,0;3060,0;0,0;0,0;0,0;0;0;0,0;0,0;0,0;0,0
1465;4-1-4-1;1530;50,0;Bruno Pinheiro;50,0;0,0;17;3;4;3060;100,0;1;1530;50,0;4;1530;50,0;1;1530;50,0;50,0;0,0;23,53;0,0;100,0;0,0;26,47;23,53;0,0;0,0;23,53;0,0;0,0;26,47;1530,0;0,0;720,0;0,0;3060,0;0,0;810,0;720,0;0,0;0,0;720,0;0,0;0,0;810,0;0;0;1530,0;50,0;50,0;1530,0
1301;4-2-3-1;1440;47,06;Vasco Seabra;47,06;0,0;16;7;4;2700;88,24;2;1440;47,06;3;1440;47,06;1;1440;47,06;47,06;14,71;20,59;11,76;88,24;0,0;47,06;20,59;29,41;0,0;38,24;11,76;0,0;47,06;1440,0;450,0;630,0;360,0;2700,0;0,0;1440,0;630,0;900,0;0,0;1170,0;360,0;0,0;1440,0;0;0;90,0;2,94;2,94;90,0
8024;4-3-3;1530;50,0;Armando Evangelista;50,0;0,0;17;5;4;2880;94,12;3;1530;50,0;0;1710;55,88;3;1530;50,0;35,29;0,0;50,0;2,94;94,12;2,94;35,29;50,0;5,88;0,0;55,88;0,0;0,0;35,29;1080,0;0,0;1530,0;90,0;2880,0;90,0;1080,0;1530,0;180,0;0,0;1710,0;0,0;0,0;1080,0;0;0;270,0;8,82;8,82;270,0
9644;3-4-2-1;2790;91,18;Marek Papszun;91,18;0,0;31;2;3;3060;100,0;4;2790;91,18;2;2790;91,18;1;2790;91,18;91,18;8,82;0,0;100,0;0,0;0,0;0,0;0,0;91,18;8,82;8,82;0,0;91,18;0,0;2790,0;270,0;0,0;3060,0;0,0;0,0;0,0;0,0;2790,0;270,0;270,0;0,0;2790,0;0,0;0;0;0,0;0,0;0,0;0,0
324;4-3-3;1710;55,88;Kosta Runjaic;55,88;0,0;19;4;4;3060;100,0;3;1710;55,88;0;1800;58,82;3;1710;55,88;38,24;2,94;55,88;0,0;100,0;0,0;2,94;55,88;2,94;0,0;58,82;0,0;0,0;2,94;1170,0;90,0;1710,0;0,0;3060,0;0,0;90,0;1710,0;90,0;0,0;1800,0;0,0;0,0;90,0;0;0;1170,0;38,24;38,24;1170,0
3291;3-4-2-1;1800;58,82;Marcin Prasol;58,82000000000001;0,0;20;3;3;1800;58,82;4;2070;67,65;2;1800;58,82;1;1800;58,82;58,82;8,82;0,0;58,82;41,18;0,0;32,35;0,0;67,65;0,0;8,82;0,0;58,82;32,35;1800,0;270,0;0,0;1800,0;1260,0;0,0;990,0;0,0;2070,0;0,0;270,0;0,0;1800,0;990,0;0;0;0,0;0,0;0,0;0,0
6112;4-2-3-1;1350;44,12;Waldemar Fornalik;44,12;0,0;15;5;4;1530;50,0;2;1350;44,12;3;1350;44,12;1;1350;44,12;44,12;17,65;2,94;50,0;50,0;0,0;44,12;2,94;35,29;17,65;23,53;0,0;32,35;44,12;1350,0;540,0;90,0;1530,0;1530,0;0,0;1350,0;90,0;1080,0;540,0;720,0;0,0;990,0;1350,0;0;0;0,0;0,0;0,0;0,0
7146;3-4-2-1;1890;61,76;Dawid Szulczek;61,760000000000005;0,0;21;5;3;1980;64,71;4;1890;61,76;2;1890;61,76;1;1890;61,76;61,76;2,94;2,94;64,71;35,29;0,0;29,41;2,94;61,76;2,94;5,88;0,0;61,76;29,41;1890,0;90,0;90,0;1980,0;1080,0;0,0;900,0;90,0;1890,0;90,0;180,0;0,0;1890,0;900,0;0;0;90,0;2,94;2,94;90,0
4000;4-2-3-1;1620;52,94;Tomasz Kaczmarek;52,94;0,0;18;4;4;3060;100,0;2;1620;52,94;3;1620;52,94;1;1620;52,94;52,94;17,65;14,71;0,0;100,0;0,0;52,94;32,35;0,0;0,0;14,71;17,65;0,0;52,94;1620,0;540,0;450,0;0,0;3060,0;0,0;1620,0;990,0;0,0;0,0;450,0;540,0;0,0;1620,0;0;0;450,0;14,71;14,71;450,0
255;4-2-3-1;1440;47,06;Aleksandar Vukovic;47,06;0,0;16;9;4;1890;61,76;2;1440;47,06;3;1530;50,0;1;1440;47,06;47,06;2,94;5,88;35,29;61,76;2,94;47,06;11,76;32,35;2,94;11,76;5,88;26,47;50,0;1440,0;90,0;180,0;1080,0;1890,0;90,0;1440,0;360,0;990,0;90,0;360,0;180,0;810,0;1530,0;0;0;180,0;5,88;5,88;180,0
422;4-2-3-1;1710;55,88;Jerzy Brzeczek;55,88;0,0;19;5;4;2880;94,12;2;1710;55,88;3;1710;55,88;1;1710;55,88;55,88;2,94;23,53;5,88;94,12;0,0;55,88;23,53;2,94;2,94;26,47;0,0;2,94;55,88;1710,0;90,0;720,0;180,0;2880,0;0,0;1710,0;720,0;90,0;90,0;810,0;0,0;90,0;1710,0;0;0;450,0;14,71;14,71;450,0
168;4-2-3-1;1260;41,18;Piotr Stokowiec;41,18;0,0;14;5;4;2700;88,24;2;1260;41,18;3;1260;41,18;1;1260;41,18;41,18;8,82;38,24;11,76;88,24;0,0;41,18;38,24;2,94;8,82;47,06;0,0;2,94;41,18;1260,0;270,0;1170,0;360,0;2700,0;0,0;1260,0;1170,0;90,0;270,0;1440,0;0,0;90,0;1260,0;0;0;270,0;8,82;8,82;270,0
2300;3-5-2;1260;41,18;Piotr Nowak;41,18;0,0;14;5;3;2070;67,65;5;1260;41,18;0;1800;58,82;2;1260;41,18;26,47;41,18;14,71;67,65;29,41;2,94;14,71;14,71;29,41;41,18;58,82;0,0;26,47;14,71;810,0;1260,0;450,0;2070,0;900,0;90,0;450,0;450,0;900,0;1260,0;1800,0;0,0;810,0;450,0;0;0;0,0;0,0;0,0;0,0
759;3-4-2-1;2430;79,41;Piotr Tworek;79,40999999999998;0,0;27;3;3;2430;79,41;4;2430;79,41;2;2430;79,41;1;2430;79,41;79,41;0,0;2,94;79,41;20,59;0,0;17,65;2,94;79,41;0,0;2,94;0,0;79,41;17,65;2430,0;0,0;90,0;2430,0;630,0;0,0;540,0;90,0;2430,0;0,0;90,0;0,0;2430,0;540,0;0;0;0,0;0,0;0,0;0,0
238;4-2-3-1;3060;100,0;Maciej Skorza;100,0;0,0;34;1;4;3060;100,0;2;3060;100,0;3;3060;100,0;1;3060;100,0;100,0;0,0;0,0;0,0;100,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;100,0;3060,0;0,0;0,0;0,0;3060,0;0,0;3060,0;0,0;0,0;0,0;0,0;0,0;0,0;3060,0;0;0;0,0;0,0;0,0;0,0
22431;3-4-2-1;2970;97,06;Adam Majewski;97,06;0,0;33;2;3;3060;100,0;4;3060;100,0;2;2970;97,06;1;2970;97,06;97,06;2,94;0,0;100,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;2,94;97,06;0,0;2970,0;90,0;0,0;3060,0;0,0;0,0;0,0;0,0;3060,0;0,0;0,0;90,0;2970,0;0,0;0;0;0,0;0,0;0,0;0,0
428;3-4-2-1;2520;82,35;Jan Urban;82,35;0,0;28;3;3;2790;91,18;4;2520;82,35;2;2520;82,35;1;2520;82,35;82,35;8,82;0,0;91,18;8,82;0,0;8,82;0,0;82,35;8,82;8,82;0,0;82,35;8,82;2520,0;270,0;0,0;2790,0;270,0;0,0;270,0;0,0;2520,0;270,0;270,0;0,0;2520,0;270,0;0;0;0,0;0,0;0,0;0,0
5689;3-4-2-1;1620;52,94;Jacek Zielinski;52,94;0,0;18;6;3;1620;52,94;4;1800;58,82;2;1620;52,94;1;1620;52,94;52,94;2,94;17,65;52,94;44,12;2,94;20,59;17,65;58,82;0,0;23,53;0,0;52,94;20,59;1620,0;90,0;540,0;1620,0;1350,0;90,0;630,0;540,0;1800,0;0,0;720,0;0,0;1620,0;630,0;0;0;90,0;2,94;2,94;90,0
2118;4-3-3;1080;35,29;Pavol Stano;35,29;0,0;12;8;4;1890;61,76;3;1260;41,18;0;1440;47,06;3;1080;35,29;23,53;8,82;35,29;35,29;61,76;2,94;11,76;41,18;29,41;8,82;47,06;8,82;23,53;11,76;720,0;270,0;1080,0;1080,0;1890,0;90,0;360,0;1260,0;900,0;270,0;1440,0;270,0;720,0;360,0;0;0;270,0;8,82;8,82;270,0
15906;4-3-3;810;26,47;Radoslav Latal;26,47;0,0;9;8;4;1980;64,71;3;900;29,41;0;1710;55,88;3;810;26,47;17,65;17,65;26,47;35,29;64,71;0,0;17,65;29,41;38,24;11,76;55,88;8,82;14,71;17,65;540,0;540,0;810,0;1080,0;1980,0;0,0;540,0;900,0;1170,0;360,0;1710,0;270,0;450,0;540,0;0;0;90,0;2,94;2,94;90,0
7154;4-4-2;1530;50,0;Mariusz Lewandowski;50,0;0,0;17;4;4;2880;94,12;4;1710;55,88;0;1800;58,82;2;1530;50,0;35,29;50,0;8,82;5,88;94,12;0,0;35,29;8,82;55,88;0,0;58,82;0,0;5,88;35,29;1080,0;1530,0;270,0;180,0;2880,0;0,0;1080,0;270,0;1710,0;0,0;1800,0;0,0;180,0;1080,0;0;0;0,0;0,0;0,0;0,0
669;4-2-3-1;2340;86,67;Aleksandar Stanojevic;86,67;0,0;26;4;4;2520;93,33;2;2340;86,67;3;2340;86,67;1;2340;86,67;86,67;6,67;0,0;6,67;93,33;0,0;86,67;0,0;10,0;0,0;3,33;6,67;0,0;86,67;2340,0;180,0;0,0;180,0;2520,0;0,0;2340,0;0,0;270,0;0,0;90,0;180,0;0,0;2340,0;0;0;90,0;3,33;3,33;90,0
6621;4-3-3;1440;53,33;Sasa Ilic;53,33;0,0;16;4;4;2700;100,0;3;1440;53,33;0;1530;56,67;3;1440;53,33;40,0;3,33;53,33;0,0;100,0;0,0;40,0;53,33;3,33;0,0;56,67;0,0;0,0;40,0;1080,0;90,0;1440,0;0,0;2700,0;0,0;1080,0;1440,0;90,0;0,0;1530,0;0,0;0,0;1080,0;0;0;90,0;3,33;3,33;90,0
6622;4-2-3-1;990;36,67;Dragisa Zunic;36,67;0,0;11;7;4;2430;90,0;2;990;36,67;3;990;36,67;1;990;36,67;36,67;16,67;33,33;3,33;90,0;6,67;36,67;36,67;20,0;3,33;60,0;0,0;0,0;36,67;990,0;450,0;900,0;90,0;2430,0;180,0;990,0;990,0;540,0;90,0;1620,0;0,0;0,0;990,0;0;0;90,0;3,33;3,33;90,0
7567;4-2-3-1;990;36,67;Aleksandar Stankovic;36,67;0,0;11;5;4;2250;83,33;2;990;36,67;3;990;36,67;1;990;36,67;36,67;16,67;30,0;16,67;83,33;0,0;36,67;30,0;30,0;3,33;63,33;0,0;0,0;36,67;990,0;450,0;810,0;450,0;2250,0;0,0;990,0;810,0;810,0;90,0;1710,0;0,0;0,0;990,0;0;0;0,0;0,0;0,0;0,0
19488;4-2-3-1;1620;60,0;Dusan Bajic;60,0;0,0;18;3;4;2520;93,33;2;1620;60,0;3;1620;60,0;1;1620;60,0;60,0;33,33;6,67;6,67;93,33;0,0;60,0;0,0;40,0;0,0;40,0;0,0;0,0;60,0;1620,0;900,0;180,0;180,0;2520,0;0,0;1620,0;0,0;1080,0;0,0;1080,0;0,0;0,0;1620,0;0;0;0,0;0,0;0,0;0,0
4645;4-2-3-1;1170;43,33;Nenad Lalatovic;43,33;0,0;13;7;4;2070;76,67;2;1170;43,33;3;1170;43,33;1;1170;43,33;43,33;13,33;16,67;23,33;76,67;0,0;43,33;13,33;30,0;6,67;46,67;3,33;0,0;43,33;1170,0;360,0;450,0;630,0;2070,0;0,0;1170,0;360,0;810,0;180,0;1260,0;90,0;0,0;1170,0;0;0;180,0;6,67;6,67;180,0
448;4-2-3-1;1800;66,67;Dragan Radojicic;66,67;0,0;20;4;4;2610;96,67;2;1800;66,67;3;1800;66,67;1;1800;66,67;66,67;23,33;6,67;3,33;96,67;0,0;66,67;6,67;23,33;3,33;33,33;0,0;0,0;66,67;1800,0;630,0;180,0;90,0;2610,0;0,0;1800,0;180,0;630,0;90,0;900,0;0,0;0,0;1800,0;0;0;0,0;0,0;0,0;0,0
12514;3-4-3;1980;73,33;Dejan Djurdjevic;73,33;0,0;22;4;3;1980;73,33;4;2160;80,0;0;2250;83,33;3;1980;73,33;16,67;6,67;73,33;73,33;26,67;0,0;16,67;3,33;80,0;0,0;83,33;0,0;0,0;16,67;450,0;180,0;1980,0;1980,0;720,0;0,0;450,0;90,0;2160,0;0,0;2250,0;0,0;0,0;450,0;0;0;0,0;0,0;0,0;0,0
3137;4-3-3;720;26,67;Zarko Lazetic;26,67;0,0;8;9;4;1350;50,0;3;720;26,67;0;2070;76,67;3;720;26,67;10,0;13,33;26,67;46,67;50,0;3,33;6,67;26,67;53,33;10,0;76,67;3,33;10,0;6,67;270,0;360,0;720,0;1260,0;1350,0;90,0;180,0;720,0;1440,0;270,0;2070,0;90,0;270,0;180,0;0;0;90,0;3,33;3,33;90,0
12135;3-4-3;1440;53,33;Milija Zizic;53,33;0,0;16;4;3;1800;66,67;4;1800;66,67;0;2160;80,0;3;1440;53,33;20,0;13,33;53,33;66,67;33,33;0,0;20,0;0,0;66,67;13,33;80,0;0,0;0,0;20,0;540,0;360,0;1440,0;1800,0;900,0;0,0;540,0;0,0;1800,0;360,0;2160,0;0,0;0,0;540,0;0;0;0,0;0,0;0,0;0,0
4634;4-3-3;1170;43,33;Aleksandar Linta;43,33;0,0;13;5;4;1710;63,33;3;1170;43,33;0;1980;73,33;3;1170;43,33;13,33;0,0;43,33;36,67;63,33;0,0;6,67;43,33;36,67;0,0;73,33;0,0;6,67;6,67;360,0;0,0;1170,0;990,0;1710,0;0,0;180,0;1170,0;990,0;0,0;1980,0;0,0;180,0;180,0;0;0;360,0;13,33;13,33;360,0
4633;4-2-3-1;1530;56,67;Tomislav Sivic;56,67;0,0;17;7;4;2250;83,33;2;1530;56,67;3;1530;56,67;1;1530;56,67;56,67;10,0;16,67;16,67;83,33;0,0;56,67;16,67;13,33;10,0;36,67;0,0;3,33;56,67;1530,0;270,0;450,0;450,0;2250,0;0,0;1530,0;450,0;360,0;270,0;990,0;0,0;90,0;1530,0;0;0;90,0;3,33;3,33;90,0
788;4-3-3;1440;53,33;Zoran Milinkovic;53,33;0,0;16;4;4;2700;100,0;3;1440;53,33;0;1530;56,67;3;1440;53,33;40,0;3,33;53,33;0,0;100,0;0,0;40,0;53,33;3,33;0,0;56,67;0,0;0,0;40,0;1080,0;90,0;1440,0;0,0;2700,0;0,0;1080,0;1440,0;90,0;0,0;1530,0;0,0;0,0;1080,0;0;0;90,0;3,33;3,33;90,0
159;4-2-3-1;1170;43,33;Dejan Stanković;43,33;0,0;13;6;4;2610;96,67;2;1170;43,33;3;1170;43,33;1;1170;43,33;43,33;33,33;10,0;3,33;96,67;0,0;43,33;13,33;33,33;3,33;46,67;0,0;3,33;43,33;1170,0;900,0;270,0;90,0;2610,0;0,0;1170,0;360,0;900,0;90,0;1260,0;0,0;90,0;1170,0;0;0;180,0;6,67;6,67;180,0
15276;4-2-3-1;1530;56,67;Nebojša Vučković;56,67;0,0;17;4;4;2340;86,67;2;1530;56,67;3;1530;56,67;1;1530;56,67;56,67;6,67;23,33;13,33;86,67;0,0;56,67;23,33;20,0;0,0;43,33;0,0;0,0;56,67;1530,0;180,0;630,0;360,0;2340,0;0,0;1530,0;630,0;540,0;0,0;1170,0;0,0;0,0;1530,0;0;0;0,0;0,0;0,0;0,0
33328;4-2-3-1;1620;60,0;Dusan Djordjevic;60,0;0,0;18;6;4;1890;70,0;2;1620;60,0;3;1620;60,0;1;1620;60,0;60,0;16,67;6,67;30,0;70,0;0,0;60,0;0,0;16,67;16,67;26,67;0,0;6,67;60,0;1620,0;450,0;180,0;810,0;1890,0;0,0;1620,0;0,0;450,0;450,0;720,0;0,0;180,0;1620,0;0;0;180,0;6,67;6,67;180,0
6248;4-2-3-1;1980;61,11;Dejan Djuranovic;61,11000000000001;0,0;22;6;4;2340;72,22;2;1980;61,11;3;1980;61,11;1;1980;61,11;61,11;16,67;5,56;27,78;72,22;0,0;61,11;5,56;11,11;16,67;25,0;8,33;0,0;61,11;1980,0;540,0;180,0;900,0;2340,0;0,0;1980,0;180,0;360,0;540,0;810,0;270,0;0,0;1980,0;0;0;180,0;5,56;5,56;180,0
710;4-2-3-1;2520;77,78;Simon Rozman;77,78;0,0;28;6;4;2790;86,11;2;2520;77,78;3;2520;77,78;1;2520;77,78;77,78;2,78;8,33;8,33;86,11;5,56;77,78;11,11;8,33;2,78;22,22;0,0;0,0;77,78;2520,0;90,0;270,0;270,0;2790,0;180,0;2520,0;360,0;270,0;90,0;720,0;0,0;0,0;2520,0;0;0;0,0;0,0;0,0;0,0
21460;4-2-3-1;2070;63,89;Nermin Basic;63,89;0,0;23;6;4;2250;69,44;2;2070;63,89;3;2070;63,89;1;2070;63,89;63,89;2,78;22,22;27,78;69,44;2,78;63,89;5,56;30,56;0,0;30,56;2,78;2,78;63,89;2070,0;90,0;720,0;900,0;2250,0;90,0;2070,0;180,0;990,0;0,0;990,0;90,0;90,0;2070,0;0;0;0,0;0,0;0,0;0,0
26985;3-4-3;2880;88,89;Dejan Grabic;88,89;0,0;32;3;3;3240;100,0;4;3240;100,0;0;2880;88,89;3;2880;88,89;5,56;5,56;88,89;100,0;0,0;0,0;0,0;0,0;100,0;0,0;88,89;5,56;5,56;0,0;180,0;180,0;2880,0;3240,0;0,0;0,0;0,0;0,0;3240,0;0,0;2880,0;180,0;180,0;0,0;0;0;0,0;0,0;0,0;0,0
20656;4-2-3-1;1530;47,22;Dusan Kosic;47,22;0,0;17;7;4;1980;61,11;2;1530;47,22;3;1530;47,22;1;1530;47,22;47,22;27,78;8,33;38,89;61,11;0,0;47,22;11,11;13,89;27,78;44,44;8,33;0,0;47,22;1530,0;900,0;270,0;1260,0;1980,0;0,0;1530,0;360,0;450,0;900,0;1440,0;270,0;0,0;1530,0;0;0;0,0;0,0;0,0;0,0
433;4-2-3-1;2790;86,11;Zoran Zeljkovic;86,11;0,0;31;3;4;3240;100,0;2;2790;86,11;3;2790;86,11;1;2790;86,11;86,11;0,0;11,11;0,0;100,0;0,0;86,11;11,11;0,0;0,0;11,11;0,0;0,0;86,11;2790,0;0,0;360,0;0,0;3240,0;0,0;2790,0;360,0;0,0;0,0;360,0;0,0;0,0;2790,0;0;0;90,0;2,78;2,78;90,0
4059;3-5-2;1080;33,33;Damir Contala;33,33;0,0;12;6;3;2520;77,78;5;1080;33,33;0;1710;52,78;2;1080;33,33;22,22;33,33;19,44;77,78;22,22;0,0;22,22;0,0;38,89;33,33;52,78;8,33;11,11;22,22;720,0;1080,0;630,0;2520,0;720,0;0,0;720,0;0,0;1260,0;1080,0;1710,0;270,0;360,0;720,0;0;0;180,0;5,56;5,56;180,0
4772;4-2-3-1;2880;88,89;Robert Prosinecki;88,89;0,0;32;4;4;3150;97,22;2;2880;88,89;3;2880;88,89;1;2880;88,89;88,89;2,78;5,56;2,78;97,22;0,0;88,89;5,56;0,0;2,78;8,33;0,0;0,0;88,89;2880,0;90,0;180,0;90,0;3150,0;0,0;2880,0;180,0;0,0;90,0;270,0;0,0;0,0;2880,0;0;0;90,0;2,78;2,78;90,0
11033;3-4-3;1080;33,33;Robert Pevnik;33,33;0,0;12;9;3;1260;38,89;4;1620;50,0;0;1980;61,11;3;1080;33,33;25,0;5,56;33,33;38,89;52,78;8,33;25,0;13,89;50,0;2,78;61,11;5,56;0,0;25,0;810,0;180,0;1080,0;1260,0;1710,0;270,0;810,0;450,0;1620,0;90,0;1980,0;180,0;0,0;810,0;0;0;270,0;8,33;8,33;270,0
790;4-2-3-1;2250;69,44;Radovan Karanovic;69,44;0,0;25;6;4;3060;94,44;2;2250;69,44;3;2250;69,44;1;2250;69,44;69,44;8,33;11,11;2,78;94,44;2,78;69,44;13,89;8,33;2,78;25,0;0,0;0,0;69,44;2250,0;270,0;360,0;90,0;3060,0;90,0;2250,0;450,0;270,0;90,0;810,0;0,0;0,0;2250,0;0;0;180,0;5,56;5,56;180,0
3302;4-2-3-1;2610;69,05;Rubi;69,05;0,0;29;5;4;3690;97,62;2;2610;69,05;3;2610;69,05;1;2610;69,05;69,05;2,38;21,43;2,38;97,62;0,0;69,05;21,43;2,38;2,38;26,19;0,0;0,0;69,05;2610,0;90,0;810,0;90,0;3690,0;0,0;2610,0;810,0;90,0;90,0;990,0;0,0;0,0;2610,0;0;0;180,0;4,76;4,76;180,0
1084;4-4-2;2340;61,9;Pablo Guede;61,89999999999999;0,0;26;8;4;3420;90,48;4;2520;66,67;0;2700;71,43;2;2340;61,9;11,9;61,9;0,0;0,0;90,48;9,52;11,9;11,9;66,67;0,0;71,43;7,14;0,0;14,29;450,0;2340,0;0,0;0,0;3420,0;360,0;450,0;450,0;2520,0;0,0;2700,0;270,0;0,0;540,0;0;0;360,0;9,52;7,14;270,0
11596;4-4-2;1620;42,86;Fran Fernández;42,86;0,0;18;8;4;3060;80,95;4;2160;57,14;0;2430;64,29;2;1620;42,86;28,57;42,86;4,76;7,14;80,95;11,9;28,57;4,76;57,14;2,38;64,29;0,0;0,0;28,57;1080,0;1620,0;180,0;270,0;3060,0;450,0;1080,0;180,0;2160,0;90,0;2430,0;0,0;0,0;1080,0;0;0;270,0;7,14;7,14;270,0
1533;4-2-3-1;2970;78,57;Gaizka Garitano;78,57;0,0;33;6;4;3150;83,33;2;2970;78,57;3;2970;78,57;1;2970;78,57;78,57;4,76;4,76;14,29;83,33;2,38;78,57;0,0;21,43;0,0;11,9;4,76;4,76;78,57;2970,0;180,0;180,0;540,0;3150,0;90,0;2970,0;0,0;810,0;0,0;450,0;180,0;180,0;2970,0;0;0;0,0;0,0;0,0;0,0
11000;4-3-3;2430;64,29;Rubén Albés;64,29;0,0;27;5;4;3510;92,86;3;2520;66,67;0;2700;71,43;3;2430;64,29;23,81;4,76;64,29;0,0;92,86;7,14;0,0;66,67;4,76;0,0;71,43;0,0;0,0;4,76;900,0;180,0;2430,0;0,0;3510,0;270,0;0,0;2520,0;180,0;0,0;2700,0;0,0;0,0;180,0;0;0;1080,0;28,57;23,81;900,0
2448;4-2-3-1;3150;83,33;Abelardo;83,33;0,0;35;5;4;3690;97,62;2;3150;83,33;3;3150;83,33;1;3150;83,33;83,33;9,52;2,38;2,38;97,62;0,0;83,33;2,38;11,9;0,0;11,9;0,0;2,38;83,33;3150,0;360,0;90,0;90,0;3690,0;0,0;3150,0;90,0;450,0;0,0;450,0;0,0;90,0;3150,0;0;0;90,0;2,38;2,38;90,0
4032;4-4-2;2520;66,67;Bolo;66,67;0,0;28;3;4;3780;100,0;4;2520;66,67;0;2520;66,67;2;2520;66,67;28,57;66,67;0,0;0,0;100,0;0,0;28,57;0,0;66,67;0,0;66,67;0,0;0,0;28,57;1080,0;2520,0;0,0;0,0;3780,0;0,0;1080,0;0,0;2520,0;0,0;2520,0;0,0;0,0;1080,0;0;0;180,0;4,76;4,76;180,0
2497;4-4-2;2520;66,67;Cuco Ziganda;66,67;0,0;28;5;4;3600;95,24;4;2700;71,43;0;3240;85,71;2;2520;66,67;11,9;66,67;14,29;4,76;95,24;0,0;11,9;14,29;71,43;0,0;85,71;0,0;0,0;11,9;450,0;2520,0;540,0;180,0;3600,0;0,0;450,0;540,0;2700,0;0,0;3240,0;0,0;0,0;450,0;0;0;90,0;2,38;2,38;90,0
5358;4-2-3-1;1080;28,57;Xisco Muñoz;28,570000000000004;0,0;12;13;4;2880;76,19;2;1080;28,57;3;1170;30,95;1;1080;28,57;28,57;14,29;21,43;19,05;76,19;4,76;28,57;26,19;35,71;0,0;45,24;7,14;9,52;30,95;1080,0;540,0;810,0;720,0;2880,0;180,0;1080,0;990,0;1350,0;0,0;1710,0;270,0;360,0;1170,0;0;0;360,0;9,52;7,14;270,0
16486;4-4-2;1170;30,95;José Ramón Sandoval;30,95;0,0;13;9;4;3420;90,48;4;1710;45,24;0;1530;40,48;2;1170;30,95;28,57;30,95;2,38;4,76;90,48;4,76;28,57;2,38;45,24;2,38;40,48;7,14;2,38;28,57;1080,0;1170,0;90,0;180,0;3420,0;180,0;1080,0;90,0;1710,0;90,0;1530,0;270,0;90,0;1080,0;0;0;810,0;21,43;21,43;810,0
13222;4-2-3-1;1890;50,0;Joseba Etxeberria;50,0;0,0;21;6;4;3240;85,71;2;1890;50,0;3;1890;50,0;1;1890;50,0;50,0;7,14;28,57;9,52;85,71;4,76;50,0;28,57;21,43;0,0;47,62;0,0;2,38;50,0;1890,0;270,0;1080,0;360,0;3240,0;180,0;1890,0;1080,0;810,0;0,0;1800,0;0,0;90,0;1890,0;0;0;0,0;0,0;0,0;0,0
1244;4-2-3-1;2250;59,52;Mehdi Nafti;59,52;0,0;25;9;4;3240;85,71;2;2250;59,52;3;2250;59,52;1;2250;59,52;59,52;4,76;19,05;9,52;85,71;4,76;59,52;23,81;14,29;0,0;33,33;2,38;2,38;59,52;2250,0;180,0;720,0;360,0;3240,0;180,0;2250,0;900,0;540,0;0,0;1260,0;90,0;90,0;2250,0;0;0;90,0;2,38;2,38;90,0
366;4-4-2;2340;61,9;Pacheta;61,89999999999999;0,0;26;7;4;3240;85,71;4;2520;66,67;0;3510;92,86;2;2340;61,9;2,38;61,9;21,43;11,9;85,71;2,38;0,0;23,81;66,67;7,14;92,86;2,38;2,38;0,0;90,0;2340,0;810,0;450,0;3240,0;90,0;0,0;900,0;2520,0;270,0;3510,0;90,0;90,0;0,0;0;0;90,0;2,38;2,38;90,0
1536;4-4-2;720;19,05;Julián Calero;19,05;0,0;8;11;4;1890;50,0;4;1980;52,38;0;2790;73,81;2;720;19,05;19,05;19,05;11,9;23,81;50,0;26,19;14,29;19,05;52,38;9,52;73,81;2,38;4,76;16,67;720,0;720,0;450,0;900,0;1890,0;990,0;540,0;720,0;1980,0;360,0;2790,0;90,0;180,0;630,0;0;0;180,0;4,76;2,38;90,0
472;4-2-3-1;1260;33,33;Francisco Javier García Pimienta;33,33;0,0;14;7;4;3690;97,62;2;1260;33,33;3;1260;33,33;1;1260;33,33;33,33;19,05;14,29;0,0;97,62;2,38;33,33;14,29;23,81;2,38;38,1;2,38;0,0;33,33;1260,0;720,0;540,0;0,0;3690,0;90,0;1260,0;540,0;900,0;90,0;1440,0;90,0;0,0;1260,0;0;0;990,0;26,19;26,19;990,0
16575;5-3-2;2430;64,29;Haritz Mújika;64,29;0,0;27;5;5;2610;69,05;3;2430;64,29;0;3690;97,62;2;2430;64,29;4,76;64,29;2,38;30,95;0,0;69,05;0,0;64,29;7,14;26,19;97,62;0,0;0,0;0,0;180,0;2430,0;90,0;1170,0;0,0;2610,0;0,0;2430,0;270,0;990,0;3690,0;0,0;0,0;0,0;0;0;90,0;2,38;2,38;90,0
